date,city,orders_delivered,potential,active_restaurants,daily_online_restaurants,daily_opening_hours,delivery_area_km2,order_distance_km,order_assign_to_restaurant_distance_km,order_restaurant_to_customer_distance_km,order_handling_time_mins,assign_time_mins,total_time_mins,working_hours,delivery_rating,delivery_time_target
2025-08-11,Munich,4905,5554,819,915,11.5,215.1,4.31,1.25,3.06,19.3,5.5,24.8,2236.1,3.5,30
2025-08-12,Munich,4972,5574,840,916,11.5,214.8,3.52,1.18,2.34,20.4,5.7,26.1,2312.6,3.4,30
2025-08-13,Munich,5213,6141,815,916,11.5,215.2,4.19,0.99,3.2,21.5,6.1,27.6,2381,3.4,30
2025-08-14,Munich,4957,6069,826,914,11.5,215.1,3.17,0.88,2.29,21.4,6,27.5,2428.2,3.4,30
2025-08-15,Munich,6956,7693,857,918,13.5,214.2,3.13,0.83,2.3,20.4,5.8,26.2,3457.9,3.4,30
2025-08-16,Munich,5926,7403,814,915,13.5,215,3.85,1.2,2.65,20.4,5.8,26.2,2903.4,3.5,30
2025-08-17,Munich,6025,7171,843,917,13.5,214.9,4.73,1.25,3.48,18.4,5.2,23.6,2888.6,3.6,30
2025-08-18,Munich,4852,6049,819,918,11.5,214.7,4.4,1.28,3.12,20.8,5.9,26.7,2337.2,3.4,30
2025-08-19,Munich,5149,5945,831,919,11.5,215.5,4.63,1.33,3.3,19,5.4,24.4,2357,3.5,30
2025-08-20,Munich,5691,6651,834,915,11.5,214.6,3.73,1.31,2.42,22.5,6.4,28.9,2663.4,3.3,30
2025-08-21,Munich,5664,6869,838,917,11.5,215.2,4.77,1.38,3.39,18.7,5.3,24,2815.6,3.6,30
2025-08-22,Munich,6793,8280,838,915,13.5,214.9,3.16,0.93,2.23,20.3,5.7,26,3378.8,3.4,30
2025-08-23,Munich,6606,7497,845,921,13.5,215.1,3.76,1.24,2.52,20.7,5.9,26.6,3258.7,3.4,30
2025-08-24,Munich,6767,8387,822,918,13.5,215.2,4.21,1.13,3.08,20.1,5.7,25.8,3213.3,3.4,30
2025-08-25,Munich,5844,7188,828,916,11.5,214.3,3.69,0.94,2.75,19.3,5.4,24.7,2919.3,3.5,30
2025-08-26,Munich,5679,6262,809,917,11.5,215.1,4.97,1.37,3.6,20.9,5.9,26.8,2643.6,3.4,30
2025-08-27,Munich,5165,5781,849,917,11.5,216.1,3.58,1.32,2.26,20.5,5.8,26.3,2450,3.4,30
2025-08-28,Munich,5024,5900,853,917,11.5,214.2,4.48,0.86,3.62,20,5.7,25.7,2318.8,3.5,30
2025-08-29,Munich,6017,7034,817,916,13.5,215,3.89,0.8,3.09,18.3,5.2,23.5,2714.9,3.6,30
2025-08-30,Munich,6088,7343,817,916,13.5,215.6,4.19,1.19,3,20.4,5.7,26.1,2933.6,3.5,30
2025-08-31,Munich,6115,6808,808,916,13.5,215.2,3.44,1.14,2.3,18.4,5.2,23.6,2987.1,3.7,30
2025-09-01,Munich,4986,5966,857,914,11.5,215.3,3.94,1.34,2.6,18.1,5.1,23.2,2393.2,3.6,30
2025-09-02,Munich,5039,6008,852,918,11.5,213.8,4.43,0.92,3.51,20.2,5.7,25.9,2518.8,3.4,30
2025-09-03,Munich,5099,5787,825,915,11.5,215.3,3.55,0.83,2.72,20.8,5.9,26.7,2504.4,3.3,30
2025-09-04,Munich,4843,5721,830,914,11.5,214.6,4.09,0.94,3.15,19.3,5.5,24.8,2176.4,3.6,30
2025-09-05,Munich,5779,6549,823,917,13.5,215.2,4.41,0.79,3.62,19.6,5.5,25.1,2796.1,3.6,30
2025-09-06,Munich,5946,6671,838,916,13.5,215,3.39,0.8,2.59,18.6,5.3,23.9,2587.1,3.5,30
2025-09-07,Munich,5776,6850,846,917,13.5,216.1,4.36,1.33,3.03,19.4,5.5,24.9,2817.1,3.5,30
2025-09-08,Munich,4928,6143,830,916,11.5,215.3,4.19,0.99,3.2,17.9,5.1,23,2203.3,3.7,30
2025-09-09,Munich,4991,5667,854,916,11.5,214.9,3.48,1.03,2.45,21.3,6,27.3,2256.8,3.4,30
2025-09-10,Munich,4932,5688,836,918,11.5,214.2,3.22,0.79,2.43,20.7,5.8,26.5,2352.3,3.4,30
2025-09-11,Munich,4945,5629,815,918,11.5,215.1,3.8,0.94,2.86,20.1,5.7,25.8,2355.6,3.4,30
2025-09-12,Munich,5851,6669,842,918,13.5,215.4,4.02,1.26,2.76,19.6,5.5,25.1,2697.5,3.5,30
2025-09-13,Munich,6030,6998,832,917,13.5,215,4.37,1.15,3.22,20.7,5.8,26.5,2673.2,3.5,30
2025-09-14,Munich,5845,7044,858,917,13.5,214.7,3.55,1.23,2.32,19.4,5.5,24.9,2762.5,3.5,30
2025-09-15,Munich,4749,5251,829,918,11.5,214.7,4.63,1.05,3.58,18.6,5.2,23.8,2352.9,3.6,30
2025-09-16,Munich,4939,6141,828,916,11.5,215.3,3.21,0.97,2.24,18,5.1,23.1,2338.2,3.6,30
2025-09-17,Munich,5051,5591,845,920,11.5,215.4,4.13,1.07,3.06,20,5.7,25.7,2449.3,3.4,30
2025-09-18,Munich,4967,6120,838,920,11.5,215.7,3.98,0.97,3.01,21.2,6,27.2,2176.8,3.3,30
2025-09-19,Munich,6579,8119,829,919,13.5,214.5,3.69,1.28,2.41,19,5.4,24.4,2978,3.6,30
2025-09-20,Munich,6706,7904,861,917,13.5,215.3,3.39,0.96,2.43,19.1,5.4,24.5,3327.6,3.4,30
2025-09-21,Munich,6739,7551,825,919,13.5,214.9,4.51,1.18,3.33,20.2,5.7,25.9,3227.7,3.5,30
2025-09-22,Munich,5713,6768,824,919,11.5,215,4.32,0.86,3.46,21.8,6.2,28,2835.1,3.3,30
2025-09-23,Munich,5677,6780,852,915,11.5,215.2,3.81,1.19,2.62,19.7,5.5,25.2,2524.2,3.5,30
2025-09-24,Munich,5752,7067,810,921,11.5,215.2,4.16,1.33,2.83,19.4,5.5,24.9,2531.8,3.6,30
2025-09-25,Munich,5530,6539,815,914,11.5,215.3,3.87,1.15,2.72,21.1,5.9,27,2719.2,3.4,30
2025-09-26,Munich,5862,6809,841,919,13.5,214.5,3.44,1.12,2.32,19.6,5.5,25.1,2749.4,3.5,30
2025-09-27,Munich,5821,7135,819,921,13.5,214.6,4.52,1.36,3.16,17.6,5,22.6,2553.6,3.7,30
2025-09-28,Munich,6086,7590,862,918,13.5,215.7,4.54,1.16,3.38,17.7,5,22.7,2978.1,3.7,30
2025-09-29,Munich,5031,6020,833,918,11.5,214.9,3.59,0.94,2.65,20,5.7,25.7,2410,3.5,30
2025-09-30,Munich,4978,6128,841,919,11.5,215.2,4.57,0.96,3.61,19.3,5.4,24.7,2380.4,3.7,30
2025-10-01,Munich,4814,5727,820,922,11.5,215.5,3.53,1.2,2.33,21.4,6,27.4,2396.2,3.3,30
2025-10-02,Munich,5034,6058,822,917,11.5,215.2,4.37,1.22,3.15,20.2,5.7,25.9,2503.4,3.4,30
2025-10-03,Munich,7082,8521,839,916,13.5,215.3,3.81,0.96,2.85,17.4,4.9,22.3,3098.2,3.7,30
2025-10-04,Munich,6009,7245,837,917,13.5,215.4,3.84,0.99,2.85,19.3,5.5,24.8,2767.4,3.6,30
2025-10-05,Munich,5948,6829,848,915,13.5,213.9,4.23,1.37,2.86,19.1,5.4,24.5,2843.2,3.6,30
2025-10-06,Munich,5023,5959,824,920,11.5,214.8,3.42,0.84,2.58,17.8,5,22.8,2376.5,3.7,30
2025-10-07,Munich,4987,5930,842,917,11.5,215.2,4.24,1.02,3.22,21.2,6,27.2,2252,3.4,30
2025-10-08,Munich,5052,5795,823,918,11.5,215.7,4.05,0.82,3.23,20.7,5.8,26.5,2394.4,3.5,30
2025-10-09,Munich,5050,5820,841,920,11.5,215,3.89,1.27,2.62,18.3,5.2,23.5,2441.6,3.7,30
2025-10-10,Munich,5929,7199,841,918,13.5,214.6,4.23,0.84,3.39,18.4,5.2,23.6,2919.9,3.7,30
2025-10-11,Munich,5885,6987,816,920,13.5,214.6,3.84,1.18,2.66,17.5,4.9,22.4,2652.5,3.6,30
2025-10-12,Munich,5912,6635,836,916,13.5,215.4,4.05,0.81,3.24,18.6,5.2,23.8,2878,3.6,30
2025-10-13,Munich,5013,6144,810,920,11.5,214.9,3.57,1.18,2.39,19.8,5.6,25.4,2480.6,3.4,30
2025-10-14,Munich,4926,6071,836,919,11.5,215,3.75,1.29,2.46,19.1,5.4,24.5,2314.8,3.6,30
2025-10-15,Munich,4884,5713,846,918,11.5,215.3,3.68,1.02,2.66,21.4,6,27.4,2427.6,3.2,30
2025-10-16,Munich,4959,5610,812,919,11.5,213.5,4.14,1.09,3.05,17.6,5,22.6,2166,3.8,30
2025-10-17,Munich,6062,7529,857,916,13.5,216,4.14,1.02,3.12,19.8,5.6,25.4,2770.3,3.4,30
2025-10-18,Munich,5965,7350,834,919,13.5,214.6,3.73,0.96,2.77,20.9,5.9,26.8,2915.7,3.3,30
2025-10-19,Munich,5924,6733,860,919,13.5,215.1,3.59,1.26,2.33,19.3,5.5,24.8,2887.3,3.5,30
2025-10-20,Munich,4992,5562,811,916,11.5,214.1,3.68,0.94,2.74,17.4,4.9,22.3,2299.5,3.7,30
2025-10-21,Munich,4968,5793,860,918,11.5,214.8,4.39,1.21,3.18,18.3,5.2,23.5,2357.9,3.7,30
2025-10-22,Munich,4766,5726,814,919,11.5,215.6,4.06,0.9,3.16,18.7,5.3,24,2135,3.7,30
2025-10-23,Munich,5029,5664,833,918,11.5,214,3.37,0.93,2.44,21.4,6,27.4,2324.2,3.3,30
2025-10-24,Munich,5992,7052,855,914,13.5,215.6,3.21,0.98,2.23,21.1,6,27.1,2813.1,3.4,30
2025-10-25,Munich,5953,6928,823,921,13.5,214.9,4.4,1.13,3.27,21.3,6,27.3,2600.8,3.3,30
2025-10-26,Munich,6058,7473,810,919,13.5,215.2,3.42,1.05,2.37,20.7,5.9,26.6,2861.3,3.4,30
2025-10-27,Munich,5081,5916,848,915,11.5,215.3,3.57,1.23,2.34,18.8,5.3,24.1,2396.5,3.6,30
2025-10-28,Munich,5039,5946,846,924,11.5,215.2,3.13,0.91,2.22,21.1,6,27.1,2290.7,3.4,30
2025-10-29,Munich,4874,6059,839,922,11.5,214.6,3.62,0.79,2.83,21.4,6,27.5,2173.1,3.3,30
2025-10-30,Munich,4878,5585,810,919,11.5,214.8,4.17,1.25,2.92,18.8,5.3,24.1,2229.6,3.6,30
2025-10-31,Munich,6063,6932,843,918,13.5,214.3,4.38,1.27,3.11,18.4,5.2,23.6,2744,3.6,30
2025-11-01,Munich,6756,8241,819,920,13.5,215.2,3.45,0.82,2.63,19.7,5.5,25.2,3199,3.5,30
2025-11-02,Munich,5937,6777,861,920,13.5,215.9,4.36,1.15,3.21,18.2,5.1,23.3,2769.3,3.7,30
2025-11-03,Munich,5003,6127,848,921,11.5,214.1,3.47,1.01,2.46,17.5,4.9,22.4,2429.7,3.7,30
2025-11-04,Munich,4784,5330,846,918,11.5,214.6,4.64,1.26,3.38,21.3,6,27.3,2170.5,3.3,30
2025-11-05,Munich,4983,5564,824,922,11.5,214.9,4.32,1.3,3.02,21.2,6,27.2,2411.4,3.4,30
2025-11-06,Munich,5799,7162,857,919,11.5,215.1,4.33,1.29,3.04,19,5.4,24.4,2899,3.6,30
2025-11-07,Munich,6547,7732,840,921,13.5,215.4,3.76,1.25,2.51,20.1,5.7,25.8,2871.3,3.6,30
2025-11-08,Munich,6861,8286,855,918,13.5,214.9,3.26,0.94,2.32,22,6.2,28.2,3279.9,3.3,30
2025-11-09,Munich,6595,7477,829,925,13.5,214.8,4.14,1.27,2.87,21.2,6,27.2,3203,3.5,30
2025-11-10,Munich,5761,6480,852,921,11.5,215.6,4.18,1.1,3.08,20,5.7,25.7,2769.1,3.5,30
2025-11-11,Munich,5695,6977,846,926,11.5,215.3,3.16,0.81,2.35,21.6,6.1,27.7,2713,3.3,30
2025-11-12,Munich,5710,6588,814,922,11.5,215.3,4.6,1.05,3.55,22.2,6.3,28.5,2665.3,3.2,30
2025-11-13,Munich,5575,6513,831,919,11.5,215.1,4.94,1.35,3.59,22.4,6.3,28.7,2758.8,3.2,30
2025-11-14,Munich,6822,7532,821,922,13.5,215.5,4.29,1.31,2.98,20,5.6,25.6,3384.3,3.4,30
2025-11-15,Munich,6728,7790,831,922,13.5,214.7,4.39,0.84,3.55,19.1,5.4,24.5,3222.4,3.5,30
2025-11-16,Munich,6858,8336,831,921,13.5,214.6,3.7,1.23,2.47,22.3,6.3,28.6,3283.3,3.2,30
2025-11-17,Munich,4834,5912,837,922,11.5,215.4,3.52,1.26,2.26,17.8,5,22.8,2375.1,3.5,30
2025-11-18,Munich,4941,5952,844,922,11.5,214.2,3.22,0.94,2.28,20.4,5.7,26.1,2329.1,3.5,30
2025-11-19,Munich,4980,5995,839,918,11.5,215,4.1,1.06,3.04,17.9,5.1,23,2388.3,3.7,30
2025-11-20,Munich,4966,5839,809,918,11.5,214.8,3.52,1.21,2.31,19,5.3,24.3,2473.3,3.6,30
2025-11-21,Munich,6018,7105,850,919,13.5,214.3,4.6,1.04,3.56,19,5.4,24.4,2656.1,3.5,30
2025-11-22,Munich,5932,7185,862,921,13.5,214.5,3.27,0.85,2.42,18,5.1,23.1,2618.1,3.7,30
2025-11-23,Munich,6164,7009,828,920,13.5,214.9,3.85,1.2,2.65,21.2,6,27.2,2988.2,3.3,30
2025-11-24,Munich,4963,5631,818,919,11.5,215.5,4.7,1.33,3.37,17.4,4.9,22.3,2422.3,3.7,30
2025-11-25,Munich,4671,5803,841,922,11.5,214.7,3.7,1.17,2.53,21.1,5.9,27,2158.3,3.4,30
2025-11-26,Munich,4968,5485,849,921,11.5,215.6,3.8,1.24,2.56,21,5.9,26.9,2269.3,3.4,30
2025-11-27,Munich,5086,5700,847,921,11.5,215,4.12,1,3.12,18.6,5.3,23.9,2223.6,3.5,30
2025-11-28,Munich,5859,6946,843,920,13.5,215.7,3.5,0.89,2.61,20.3,5.7,26,2772.6,3.4,30
2025-11-29,Munich,5853,7086,817,920,13.5,214.7,3.69,1.17,2.52,18.4,5.2,23.6,2678.2,3.6,30
2025-11-30,Munich,5867,6927,854,919,13.5,215,3.56,0.98,2.58,20.5,5.8,26.3,2592.1,3.4,30
2025-12-01,Munich,4852,5595,835,923,11.5,215.2,4.21,1.3,2.91,19.7,5.5,25.2,2272.6,3.4,30
2025-12-02,Munich,4912,6123,821,920,11.5,214.9,4.42,0.85,3.57,18.6,5.3,23.9,2411.7,3.5,30
2025-12-03,Munich,5050,6088,816,922,11.5,215.5,4.43,1.04,3.39,19,5.4,24.4,2389.7,3.6,30
2025-12-04,Munich,5112,6260,836,924,11.5,213.9,3.64,1.02,2.62,20.2,5.7,25.9,2504.7,3.5,30
2025-12-05,Munich,6453,7137,844,921,13.5,216.2,4.07,1.34,2.73,22.3,6.3,28.6,3218.5,3.2,30
2025-12-06,Munich,6658,7559,849,923,13.5,215.4,3.74,0.87,2.87,19,5.3,24.3,2991.7,3.6,30
2025-12-07,Munich,6726,7776,864,922,13.5,214.9,4.38,0.79,3.59,20.8,5.9,26.7,3246.9,3.4,30
2025-12-08,Munich,5724,6453,819,922,11.5,214.7,3.38,0.92,2.46,19.4,5.5,24.9,2861.1,3.5,30
2025-12-09,Munich,5893,6546,865,922,11.5,214.6,3.99,1.27,2.72,21.8,6.2,28,2605.5,3.3,30
2025-12-10,Munich,5502,6237,846,921,11.5,215.3,4.15,0.91,3.24,18.6,5.3,23.9,2579.3,3.5,30
2025-12-11,Munich,5445,6425,836,922,11.5,215.5,4.49,0.92,3.57,21.4,6,27.4,2628.3,3.4,30
2025-12-12,Munich,6158,7416,858,920,13.5,214.9,3.3,0.86,2.44,18.1,5.1,23.2,2962.2,3.6,30
2025-12-13,Munich,6027,7329,849,922,13.5,215.6,3.75,1.21,2.54,19.8,5.6,25.4,2908.6,3.5,30
2025-12-14,Munich,5894,6521,828,920,13.5,214.5,3.36,0.82,2.54,20.8,5.9,26.7,2863.4,3.4,30
2025-12-15,Munich,4977,5794,862,924,11.5,214.5,3.23,0.98,2.25,20.5,5.8,26.3,2209.7,3.4,30
2025-12-16,Munich,4984,5573,844,918,11.5,215.9,4.02,0.95,3.07,20.5,5.8,26.3,2429.9,3.5,30
2025-12-17,Munich,4900,5706,850,923,11.5,215.3,4.27,1.11,3.16,19.5,5.5,25,2259.6,3.4,30
2025-12-18,Munich,4974,5795,861,923,11.5,215.7,4.28,1.22,3.06,21.1,5.9,27,2458.5,3.4,30
2025-12-19,Munich,5987,7033,836,922,13.5,214.6,3.42,1.1,2.32,19.8,5.6,25.4,2620.3,3.5,30
2025-12-20,Munich,6153,7592,849,924,13.5,214.5,3.66,1.34,2.32,21.1,6,27.1,2821.2,3.4,30
2025-12-21,Munich,6792,8291,851,921,13.5,214.8,3.86,1.35,2.51,20.7,5.9,26.6,2990.8,3.4,30
2025-12-22,Munich,5877,7026,837,923,11.5,214.6,3.63,1,2.63,20.6,5.8,26.4,2773,3.4,30
2025-12-23,Munich,5569,6865,813,919,11.5,215.4,4.57,1.25,3.32,19.3,5.5,24.8,2482.6,3.5,30
2025-12-24,Munich,5669,6812,853,921,11.5,214.6,3.66,1.22,2.44,20.7,5.9,26.6,2512.7,3.4,30
2025-12-25,Munich,6720,8217,815,924,11.5,214.4,3.6,1.32,2.28,19,5.3,24.3,3039.5,3.7,30
2025-12-26,Munich,7495,8878,849,920,13.5,215.1,3.82,1.05,2.77,22.2,6.2,28.4,3696,3.3,30
2025-12-27,Munich,6814,8032,862,923,13.5,214.4,3.9,1.1,2.8,21.3,6,27.3,3398.8,3.4,30
2025-12-28,Munich,6016,7271,829,921,13.5,214.1,3.88,1.03,2.85,21.4,6,27.5,2933.8,3.3,30
2025-12-29,Munich,4923,5429,817,922,11.5,215.1,4.67,1.29,3.38,17.7,5,22.7,2418.7,3.6,30
2025-12-30,Munich,4941,5946,823,921,11.5,214.1,3.28,0.92,2.36,18.3,5.2,23.5,2228.1,3.7,30
2025-12-31,Munich,5085,6306,840,920,11.5,215.4,4.13,0.92,3.21,21,5.9,26.9,2346.5,3.3,30
